path,label
data/train/real/00000.jpg,real
data/train/real/00001.jpg,real
data/train/real/00002.jpg,real
data/train/real/00003.jpg,real
data/train/real/00004.jpg,real
data/train/real/00005.jpg,real
data/train/real/00006.jpg,real
data/train/real/00007.jpg,real
data/train/real/00008.jpg,real
data/train/real/00009.jpg,real
data/train/real/00010.jpg,real
data/train/real/00011.jpg,real
data/train/real/00012.jpg,real
data/train/real/00013.jpg,real
data/train/real/00014.jpg,real
data/train/real/00015.jpg,real
data/train/real/00016.jpg,real
data/train/real/00017.jpg,real
data/train/real/00018.jpg,real
data/train/real/00019.jpg,real
data/train/real/00020.jpg,real
data/train/real/00021.jpg,real
data/train/real/00022.jpg,real
data/train/real/00023.jpg,real
data/train/real/00024.jpg,real
data/train/real/00025.jpg,real
data/train/real/00026.jpg,real
data/train/real/00027.jpg,real
data/train/real/00028.jpg,real
data/train/real/00029.jpg,real
data/train/real/00030.jpg,real
data/train/real/00031.jpg,real
data/train/real/00032.jpg,real
data/train/real/00033.jpg,real
data/train/real/00034.jpg,real
data/train/real/00035.jpg,real
data/train/real/00036.jpg,real
data/train/real/00037.jpg,real
data/train/real/00038.jpg,real
data/train/real/00039.jpg,real
data/train/real/00040.jpg,real
data/train/real/00041.jpg,real
data/train/real/00042.jpg,real
data/train/real/00043.jpg,real
data/train/real/00044.jpg,real
data/train/real/00045.jpg,real
data/train/real/00046.jpg,real
data/train/real/00047.jpg,real
data/train/real/00048.jpg,real
data/train/real/00049.jpg,real
data/train/real/00050.jpg,real
data/train/real/00051.jpg,real
data/train/real/00052.jpg,real
data/train/real/00053.jpg,real
data/train/real/00054.jpg,real
data/train/real/00055.jpg,real
data/train/real/00056.jpg,real
data/train/real/00057.jpg,real
data/train/real/00058.jpg,real
data/train/real/00059.jpg,real
data/train/real/00060.jpg,real
data/train/real/00061.jpg,real
data/train/real/00062.jpg,real
data/train/real/00063.jpg,real
data/train/real/00064.jpg,real
data/train/real/00065.jpg,real
data/train/real/00066.jpg,real
data/train/real/00067.jpg,real
data/train/real/00068.jpg,real
data/train/real/00069.jpg,real
data/train/real/00070.jpg,real
data/train/real/00071.jpg,real
data/train/real/00072.jpg,real
data/train/real/00073.jpg,real
data/train/real/00074.jpg,real
data/train/real/00075.jpg,real
data/train/real/00076.jpg,real
data/train/real/00077.jpg,real
data/train/real/00078.jpg,real
data/train/real/00079.jpg,real
data/train/real/00080.jpg,real
data/train/real/00081.jpg,real
data/train/real/00082.jpg,real
data/train/real/00083.jpg,real
data/train/real/00084.jpg,real
data/train/real/00085.jpg,real
data/train/real/00086.jpg,real
data/train/real/00087.jpg,real
data/train/real/00088.jpg,real
data/train/real/00089.jpg,real
data/train/real/00090.jpg,real
data/train/real/00091.jpg,real
data/train/real/00092.jpg,real
data/train/real/00093.jpg,real
data/train/real/00094.jpg,real
data/train/real/00095.jpg,real
data/train/real/00096.jpg,real
data/train/real/00097.jpg,real
data/train/real/00098.jpg,real
data/train/real/00099.jpg,real
data/train/real/00100.jpg,real
data/train/real/00101.jpg,real
data/train/real/00102.jpg,real
data/train/real/00103.jpg,real
data/train/real/00104.jpg,real
data/train/real/00105.jpg,real
data/train/real/00106.jpg,real
data/train/real/00107.jpg,real
data/train/real/00108.jpg,real
data/train/real/00109.jpg,real
data/train/real/00110.jpg,real
data/train/real/00111.jpg,real
data/train/real/00112.jpg,real
data/train/real/00113.jpg,real
data/train/real/00114.jpg,real
data/train/real/00115.jpg,real
data/train/real/00116.jpg,real
data/train/real/00117.jpg,real
data/train/real/00118.jpg,real
data/train/real/00119.jpg,real
data/train/real/00120.jpg,real
data/train/real/00121.jpg,real
data/train/real/00122.jpg,real
data/train/real/00123.jpg,real
data/train/real/00124.jpg,real
data/train/real/00125.jpg,real
data/train/real/00126.jpg,real
data/train/real/00127.jpg,real
data/train/real/00128.jpg,real
data/train/real/00129.jpg,real
data/train/real/00130.jpg,real
data/train/real/00131.jpg,real
data/train/real/00132.jpg,real
data/train/real/00133.jpg,real
data/train/real/00134.jpg,real
data/train/real/00135.jpg,real
data/train/real/00136.jpg,real
data/train/real/00137.jpg,real
data/train/real/00138.jpg,real
data/train/real/00139.jpg,real
data/train/real/00140.jpg,real
data/train/real/00141.jpg,real
data/train/real/00142.jpg,real
data/train/real/00143.jpg,real
data/train/real/00144.jpg,real
data/train/real/00145.jpg,real
data/train/real/00146.jpg,real
data/train/real/00147.jpg,real
data/train/real/00148.jpg,real
data/train/real/00149.jpg,real
data/train/real/00150.jpg,real
data/train/real/00151.jpg,real
data/train/real/00152.jpg,real
data/train/real/00153.jpg,real
data/train/real/00154.jpg,real
data/train/real/00155.jpg,real
data/train/real/00156.jpg,real
data/train/real/00157.jpg,real
data/train/real/00158.jpg,real
data/train/real/00159.jpg,real
data/train/real/00160.jpg,real
data/train/real/00161.jpg,real
